Metropolitan State College of Denver G (1965) (s),"Denver, Colorado",Roadrunners,Rocky Mountain Athletic Conf.,,,Metropolitan State College of Denver Roadrunners,Metropolitan State College of Denver
Miami Dade College B (1959) (s),"Miami, Florida",Sharks,Southern Conference (NJCAA),,,Miami Dade College Sharks,Miami Dade College
Miami University R2 (1809) (s),"Oxford, Ohio",Redhawks,Mid-American Conference,,,Miami University  Redhawks,Miami University 
Miami University Hamilton G (1968) (s),"Hamilton, Ohio",Harriers,Ohio Regional Campus Conf.,,,Miami University Hamilton Harriers,Miami University Hamilton
Miami University Middletown G (1966) (s),"Middletown, Ohio",Thunderhawks,Ohio Regional Campus Conf.,,,Miami University Middletown Thunderhawks,Miami University Middletown
Michigan State University R1 (1855) (s),"East Lansing, Michigan",Spartans,Big Ten Conference,,,Michigan State University  Spartans,Michigan State University 
Michigan Technological University R2 (1885) (s),"Houghton, Michigan",Huskies,Great Lakes Intercoll. Athl. Conf.,,,Michigan Technological University  Huskies,Michigan Technological University 
Middle Georgia State University B (1884) (s),"Macon, Georgia",Knights,Southern States Athletic Conf.,,,Middle Georgia State University Knights,Middle Georgia State University
Middle Tennessee State University R3 (1911) (s),"Murfreesboro, Tennessee",Blue Raiders,Conference USA,,,Middle Tennessee State University  Blue Raiders,Middle Tennessee State University 
Midwestern State University G (1922) (s),"Wichita Falls, Texas",Mustangs,Lone Star Conference,,,Midwestern State University Mustangs,Midwestern State University
Millersville University D (1855) (s),"Millersville, Pennsylvania",Marauders,Pennsylvania State Athl. Conf.,,,Millersville University Marauders,Millersville University
Minnesota State University Mankato D (1868) (s),"Mankato, Minnesota",Mavericks,Northern Sun Intercoll. Conf.,,,Minnesota State University Mankato Mavericks,Minnesota State University Mankato
Minnesota State University Moorhead G (1888) (s),"Moorhead, Minnesota",Dragons,Northern Sun Intercoll. Conf.,,,Minnesota State University Moorhead Dragons,Minnesota State University Moorhead
Minot State University G (1913) (s),"Minot, North Dakota",Beavers,Northern Sun Intercoll. Conf.,,,Minot State University Beavers,Minot State University
Mississippi State University R2 (1878) (s),"Starkville, Mississippi",Bulldogs,Southeastern Conference,,,Mississippi State University  Bulldogs,Mississippi State University 
Mississippi Valley State University G (1950) (s),"Itta Bena, Mississippi",Delta Devils & Devilettes,Southwestern Athletic Conf.,,,Mississippi Valley State University Delta Devils & Devilettes,Mississippi Valley State University
Missouri Southern State University B (1937) (s),"Joplin, Missouri",Lions,Mid-America Intercoll. Athletics,,,Missouri Southern State University Lions,Missouri Southern State University
Missouri State University G (1905) (s),"Springfield, Missouri",Bears & Lady Bears,Missouri Valley Conference,,,Missouri State University Bears & Lady Bears,Missouri State University
Missouri University of Science and Techn R2 (1870) (s),"Rolla, Missouri",Miners,Great Lakes Valley Conference,,,Missouri University of Science and Techn  Miners,Missouri University of Science and Techn 
Missouri Western State University G (1915) (s),"Saint Joseph, Missouri",Griffons,Mid-America Intercoll. Athletics,,,Missouri Western State University Griffons,Missouri Western State University
Montana State University R2 (1893) (s),"Bozeman, Montana",Fighting Bobcats,Big Sky Conference,,,Montana State University  Fighting Bobcats,Montana State University 
Montana State University Billings G (1927) (s),"Billings, Montana",Yellow Jackets,Great Northwest Athletic Conf.,,,Montana State University Billings Yellow Jackets,Montana State University Billings
"Montana State University, Northern G (1929) (s)","Havre, Montana",Northern Lights & Northern Skylights,Frontier Conference,,,"Montana State University, Northern Northern Lights & Northern Skylights","Montana State University, Northern"
Montana Tech of the University of Montana D (1889) (s),"Butte, Montana",Orediggers,Frontier Conference,,,Montana Tech of the University of Montana Orediggers,Montana Tech of the University of Montana
Montclair State University R3 (1908) (s),"Upper Montclair, New Jersey",Red Hawks,New Jersey Athletic Conf.,,,Montclair State University  Red Hawks,Montclair State University 
Morehead State University D (1887) (s),"Morehead, Kentucky",Eagles,"Pioneer Football League
 & Ohio Valley Conference",,,Morehead State University Eagles,Morehead State University
Morgan State University R3 (1867) (s),"Baltimore, Maryland",Bears & Lady Bears,Mid-Eastern Athletic Conf.,,,Morgan State University  Bears & Lady Bears,Morgan State University 
Morrisville State College B (1908) (s),"Morrisville, New York",Mustangs,North Eastern Athletic Conf.,,,Morrisville State College Mustangs,Morrisville State College
Murray State University G (1923) (s),"Murray, Kentucky",Racers & Lady Racers,Ohio Valley Conference,,,Murray State University Racers & Lady Racers,Murray State University
Murray State University (baseball) G (1923) (s),"Murray, Kentucky",Thoroughbreds,Ohio Valley Conference,,,Murray State Universi Thoroughbreds,Murray State Universi
New Jersey City University G (1929) (s),"Jersey City, New Jersey",Gothic Knights,New Jersey Athletic Conf.,,,New Jersey City University Gothic Knights,New Jersey City University
New Jersey Institute of Technology R (1881) (s),"Newark, New Jersey",Highlanders,"Atlantic Sun Conference
 & Several others",,,New Jersey Institute of Technology Highlanders,New Jersey Institute of Technology
New Mexico Highlands University G (1893) (s),"Las Vegas, New Mexico",Cowboys,Rocky Mountain Athletic Conf.,,,New Mexico Highlands University Cowboys,New Mexico Highlands University
New Mexico State University R2 (1888) (s),"Las Cruces, New Mexico",Aggies,Western Athletic Conference,,,New Mexico State University  Aggies,New Mexico State University 
Nicholls State University G (1948) (s),"Thibodaux, Louisiana",Colonels & Lady Colonels,Southland Conference,,,Nicholls State University Colonels & Lady Colonels,Nicholls State University
Norfolk State University D (1935) (s),"Norfolk, Virginia",Spartans,Mid-Eastern Athletic Conf.,,,Norfolk State University Spartans,Norfolk State University
North Carolina A&T University R2 (1891) (s),"Greensboro, North Carolina",Aggies,Mid-Eastern Athletic Conf.,,,North Carolina A&T University  Aggies,North Carolina A&T University 
North Carolina Central University D (1910) (s),"Durham, North Carolina",Eagles,Mid-Eastern Athletic Conf.,,,North Carolina Central University Eagles,North Carolina Central University
North Carolina State University R1 (1887) (s),"Raleigh, North Carolina",Wolfpack,Atlantic Coast Conference,,,North Carolina State University  Wolfpack,North Carolina State University 
North Dakota State University R2 (1890) (s),"Fargo, North Dakota",Bison,The Summit League,,,North Dakota State University  Bison,North Dakota State University 
Northeastern State University D (1909) (s),"Tahlequah, Oklahoma",RiverHawks,Mid-America Intercoll. Athletics,,,Northeastern State University RiverHawks,Northeastern State University
Northern Arizona University R2 (1899) (s),"Flagstaff, Arizona",Lumberjacks,Big Sky Conference,,,Northern Arizona University  Lumberjacks,Northern Arizona University 
Northern Illinois University D (1895) (s),"DeKalb, Illinois",Huskies,Mid-American Conference,,,Northern Illinois University Huskies,Northern Illinois University
Northern Kentucky University D (1968) (s),"Highland Heights, Kentucky",Norse,Horizon League,,,Northern Kentucky University Norse,Northern Kentucky University
Northern Michigan University G (1899) (s),"Marquette, Michigan",Wildcats,Great Lakes Intercoll. Athl. Conf.,,,Northern Michigan University Wildcats,Northern Michigan University
Northern State University G (1901) (s),"Aberdeen, South Dakota",Wolves,Northern Sun Intercoll. Conf.,,,Northern State University Wolves,Northern State University
Northwest Florida State College B (1963) (s),"Niceville, Florida",Raiders,Panhandle Conference,,,Northwest Florida State College Raiders,Northwest Florida State College
Northwest Missouri State University G (1905) (s),"Maryville, Missouri",Bearcats,Mid-America Intercoll. Athletics,,,Northwest Missouri State University Bearcats,Northwest Missouri State University
Northwestern Oklahoma State University B (1897) (s),"Alva, Oklahoma",Rangers,Great American Conf.,,,Northwestern Oklahoma State University Rangers,Northwestern Oklahoma State University
Northwestern State University G (1884) (s),"Natchitoches, Louisiana",Demons & Lady Demons,Southland Conference,,,Northwestern State University Demons & Lady Demons,Northwestern State University
Oakland University R3 (1957) (s),"Rochester, Michigan",Golden Grizzlies,Horizon League,,,Oakland University  Golden Grizzlies,Oakland University 
Ohio State University R1 (1870) (s),"Columbus, Ohio",Buckeyes,Big Ten Conference,,,Ohio State University  Buckeyes,Ohio State University 
"Ohio State University, Lima Campus G (1960) (s)","Lima, Ohio",Barons,Ohio Regional Campus Conf.,,,"Ohio State University, Lima Campus Barons","Ohio State University, Lima Campus"
"Ohio State University, Mansfield Campus G (1958) (s)","Mansfield, Ohio",Mavericks,Ohio Regional Campus Conf.,,,"Ohio State University, Mansfield Campus Mavericks","Ohio State University, Mansfield Campus"
"Ohio State University, Newark G (1957) (s)","Newark, Ohio",Titans,Ohio Regional Campus Conf.,,,"Ohio State University, Newark Titans","Ohio State University, Newark"
Ohio University R2 (1804) (s),"Athens, Ohio",Bobcats,Mid-American Conference,,,Ohio University  Bobcats,Ohio University 
"Ohio University, Chillicothe G (1946) (s)","Chillicothe, Ohio",Hilltoppers,Ohio Regional Campus Conf.,,,"Ohio University, Chillicothe Hilltoppers","Ohio University, Chillicothe"
"Ohio University, Eastern Campus B (1957) (s)","St. Clairsville, Ohio",Panthers,Ohio Regional Campus Conf.,,,"Ohio University, Eastern Campus Panthers","Ohio University, Eastern Campus"
"Ohio University, Lancaster B (1956) (s)","Lancaster, Ohio",Cougars,Ohio Regional Campus Conf.,,,"Ohio University, Lancaster Cougars","Ohio University, Lancaster"
"Ohio University, Zanesville G (1946) (s)","Zanesville, Ohio",Tracers,Ohio Regional Campus Conf.,,,"Ohio University, Zanesville Tracers","Ohio University, Zanesville"
Oklahoma City University D (1904) (s),"Oklahoma City, Oklahoma",Stars,Sooner Athletic Conference,,,Oklahoma City University Stars,Oklahoma City University
Oklahoma Panhandle State University B (1909) (s),"Goodwell, Oklahoma",Aggies,"Central States Football League
 & Sooner Athletic Conference",,,Oklahoma Panhandle State University Aggies,Oklahoma Panhandle State University
Oklahoma Panhandle State University B (1909) (s),"Goodwell, Oklahoma",Aggies,"Sooner Athletic Conference
 & Central States Football League",,,Oklahoma Panhandle State University Aggies,Oklahoma Panhandle State University
Oklahoma State University D (1890) (s),"Stillwater, Oklahoma",Cowboys & Cowgirls,Big 12 Conference,,,Oklahoma State University Cowboys & Cowgirls,Oklahoma State University
Old Dominion University R2 (1930) (s),"Norfolk, Virginia",Monarchs & Lady Monarchs,Conference USA,,,Old Dominion University  Monarchs & Lady Monarchs,Old Dominion University 
Oregon Institute of Technology B (1947) (s),"Klamath Falls, Oregon",Hustlin' Owls,Cascade Collegiate Conf.,,,Oregon Institute of Technology Hustlin' Owls,Oregon Institute of Technology
Oregon State University R1 (1868) (s),"Corvallis, Oregon",Beavers,"Pac-12 Conference
 & Mountain Pacific Sports Fed.",,,Oregon State University  Beavers,Oregon State University 
Palm Beach State College B (1933) (s),"Lake Worth, Florida",Panthers,Southern Conference (NJCAA),,,Palm Beach State College Panthers,Palm Beach State College
Pasco-Hernando State College B (1967) (s),"New Port Richey, Florida",Bobcats,,,,Pasco-Hernando State College Bobcats,Pasco-Hernando State College
Penn State Abington B (1950) (s),"Abington, Pennsylvania",Nittany Lions,North Eastern Athletic Conf.,,,Penn State Abington Nittany Lions,Penn State Abington
Penn State Altoona B (1939) (s),"Logan Township, Pennsylvania",Nittany Lions,Allegheny Mountain Collegiate Conf.,,,Penn State Altoona Nittany Lions,Penn State Altoona
Penn State Berks B (1958) (s),"Spring Township, Pennsylvania",Nittany Lions,North Eastern Athletic Conf.,,,Penn State Berks Nittany Lions,Penn State Berks
"Penn State Erie, The Behrend College B (1948) (s)","Erie, Pennsylvania",Behrend Lions,Allegheny Mountain Collegiate Conf.,,,"Penn State Erie, The Behrend College Behrend Lions","Penn State Erie, The Behrend College"
"Penn State Erie, The Behrend College B (1948) (s)","Erie, Pennsylvania",Nittany Lions,Mountain Pacific Sports Fed.,,,"Penn State Erie, The Behrend College Nittany Lions","Penn State Erie, The Behrend College"
Penn State Harrisburg D (1966) (s),"Lower Swatara Township, Pennsylvania",Nittany Lions,Capital Athletic Conference,,,Penn State Harrisburg Nittany Lions,Penn State Harrisburg
Pennsylvania College of Technology B (1989) (s),"Williamsport, Pennsylvania",Wildcats,North Eastern Athletic Conf.,,,Pennsylvania College of Technology Wildcats,Pennsylvania College of Technology
Pennsylvania State University R1 (1855) (s),"University Park, Pennsylvania",Nittany Lions & Lady Nittany Lions,Big Ten Conference,,,Pennsylvania State University  Nittany Lions & Lady Nittany Lions,Pennsylvania State University 
Pensacola State College B (1948) (s),"Pensacola, Florida",Pirates,Panhandle Conference,,,Pensacola State College Pirates,Pensacola State College
Peru State College G (1867) (s),"Peru, Nebraska",Bobcats,Heart of America Athletic Conf.,,,Peru State College Bobcats,Peru State College
Pittsburg State University G (1903) (s),"Pittsburg, Kansas",Gorillas,Mid-America Intercoll. Athletics,,,Pittsburg State University Gorillas,Pittsburg State University
Plymouth State University D (1871) (s),"Plymouth, New Hampshire",Panthers,Little East Conference,,,Plymouth State University Panthers,Plymouth State University
Polk State College B (1964) (s),"Winter Haven, Florida",Eagles,Suncoast Conference,,,Polk State College Eagles,Polk State College
Portland State University R2 (1946) (s),"Portland, Oregon",Vikings,Big Sky Conference,,,Portland State University  Vikings,Portland State University 
Prairie View A&M University R3 (1876) (s),"Prairie View, Texas",Panthers,Southwestern Athletic Conf.,,,Prairie View A&M University  Panthers,Prairie View A&M University 
"Purchase College, SUNY G (1967) (s)","Purchase, New York",Panthers,Skyline Conference,,,"Purchase College, SUNY Panthers","Purchase College, SUNY"
Purdue University R1 (1869) (s),"West Lafayette, Indiana",Boilermakers,Big Ten Conference,,,Purdue University  Boilermakers,Purdue University 
Purdue University Northwest G (2016) (s),"Hammond, Indiana",Pride,Great Lakes Intercoll. Athl. Conf.,,,Purdue University Northwest Pride,Purdue University Northwest
"Queens College, CUNY D (1937) (s)","Flushing, New York",Knights,East Coast Conference,,,"Queens College, CUNY Knights","Queens College, CUNY"
Radford University D (1910) (s),"Radford, Virginia",Highlanders,Big South Conference,,,Radford University Highlanders,Radford University
Ramapo College B (1969) (s),"Mahwah, New Jersey",Roadrunners,New Jersey Athletic Conf.,,,Ramapo College Roadrunners,Ramapo College
Rhode Island College G (1854) (s),"Providence, Rhode Island",Anchormen & Anchorwomen,Little East Conference,,,Rhode Island College Anchormen & Anchorwomen,Rhode Island College
Rogers State University B (1909) (s),"Claremore, Oklahoma",Hillcats,Heartland Conference,,,Rogers State University Hillcats,Rogers State University
Rowan University R3 (1923) (s),"Glassboro, New Jersey",Professors,New Jersey Athletic Conf.,,,Rowan University  Professors,Rowan University 
Rutgers University R (1766) (s),"New Brunswick, New Jersey",Scarlet Knights,Big Ten Conference,,,Rutgers University Scarlet Knights,Rutgers University
"Rutgers University, Camden D (1766) (s)","Camden, New Jersey",Scarlet Raptors,New Jersey Athletic Conf.,,,"Rutgers University, Camden Scarlet Raptors","Rutgers University, Camden"
"Rutgers University, Newark R1 (1766) (s)","Newark, New Jersey",Scarlet Raiders,New Jersey Athletic Conf.,,,"Rutgers University, Newark  Scarlet Raiders","Rutgers University, Newark "
Saginaw Valley State University B (1965) (s),"University Center, Michigan",Cardinals,Great Lakes Intercoll. Athl. Conf.,,,Saginaw Valley State University Cardinals,Saginaw Valley State University
Salem State University G (1854) (s),"Salem, Massachusetts",Vikings,Mass. State College Ath. Conf.,,,Salem State University Vikings,Salem State University
Salisbury University D (1925) (s),"Salisbury, Maryland",Seagulls,Capital Athletic Conference,,,Salisbury University Seagulls,Salisbury University
Sam Houston State University R3 (1879) (s),"Huntsville, Texas",Bearkats,Southland Conference,,,Sam Houston State University  Bearkats,Sam Houston State University 
San Diego State University R2 (1897) (s),"San Diego, California",Aztecs,"Mountain West Conference
 & Mountain Pacific Sports Fed.",,,San Diego State University  Aztecs,San Diego State University 
San Francisco State University R3 (1899) (s),"San Francisco, California",Gators,Calif. Collegiate Athletic Assn.,,,San Francisco State University  Gators,San Francisco State University 
San Jose State University D (1857) (s),"San Jose, California",Spartans,"Mountain West Conference
 & Mountain Pacific Sports Fed.",,,San Jose State University Spartans,San Jose State University
Santa Fe College B (1966) (s),"Gainesville, Florida",Saints,Mid-Florida Conference,,,Santa Fe College Saints,Santa Fe College
Savannah State University G (1890) (s),"Savannah, Georgia",Tigers & Lady Tigers,Mid-Eastern Athletic Conf.,,,Savannah State University Tigers & Lady Tigers,Savannah State University
Seminole State College of Florida B (1965) (s),"Sanford, Florida",Raiders,Mid-Florida Conference,,,Seminole State College of Florida Raiders,Seminole State College of Florida
Shawnee State University G (1986) (s),"Portsmouth, Ohio",Bears,Mid-South Conference,,,Shawnee State University Bears,Shawnee State University
Shepherd University G (1871) (s),"Shepherdstown, West Virginia",Rams,Mountain East Conference,,,Shepherd University Rams,Shepherd University
Shippensburg University of Pennsylvania D (1871) (s),"Shippensburg, Pennsylvania",Red Raiders,Pennsylvania State Athl. Conf.,,,Shippensburg University of Pennsylvania Red Raiders,Shippensburg University of Pennsylvania
Slippery Rock University D (1889) (s),"Slippery Rock, Pennsylvania",Rock (The),Pennsylvania State Athl. Conf.,,,Slippery Rock University Rock (The),Slippery Rock University
Sonoma State University D (1960) (s),"Rohnert Park, California",Seawolves,Calif. Collegiate Athletic Assn.,,,Sonoma State University Seawolves,Sonoma State University
South Carolina State University G (1896) (s),"Orangeburg, South Carolina",Bulldogs & Lady Bulldogs,Mid-Eastern Athletic Conf.,,,South Carolina State University Bulldogs & Lady Bulldogs,South Carolina State University
South Dakota School of Mines and Technol B (1885) (s),"Rapid City, South Dakota",Hardrockers,Rocky Mountain Athletic Conf.,,,South Dakota School of Mines and Technol Hardrockers,South Dakota School of Mines and Technol
South Dakota State University R2 (1881) (s),"Brookings, South Dakota",Jackrabbits,The Summit League,,,South Dakota State University  Jackrabbits,South Dakota State University 
South Florida State College B (1965) (s),"Highlands County, Florida",Panthers,Suncoast Conference,,,South Florida State College Panthers,South Florida State College
South Georgia State College B (1906) (s),"Douglas, Georgia",Hawks,,,,South Georgia State College Hawks,South Georgia State College
Southeast Missouri State University G (1873) (s),"Cape Girardeau, Missouri",Redhawks,Ohio Valley Conference,,,Southeast Missouri State University Redhawks,Southeast Missouri State University
Southeastern Louisiana University D (1925) (s),"Hammond, Louisiana",Lions & Lady Lions,Southland Conference,,,Southeastern Louisiana University Lions & Lady Lions,Southeastern Louisiana University
Southeastern Oklahoma State University G (1909) (s),"Durant, Oklahoma",Savage Storm,Great American Conf.,,,Southeastern Oklahoma State University Savage Storm,Southeastern Oklahoma State University
Southern Arkansas University G (1909) (s),"Magnolia, Arkansas",Muleriders & Lady Muleriders,Great American Conf.,,,Southern Arkansas University Muleriders & Lady Muleriders,Southern Arkansas University
Southern Connecticut State University D (1893) (s),"New Haven, Connecticut",Owls,Northeast-10 Conference,,,Southern Connecticut State University Owls,Southern Connecticut State University
Southern Illinois University Carbondale R2 (1869) (s),"Carbondale, Illinois",Salukis,Missouri Valley Conference,,,Southern Illinois University Carbondale  Salukis,Southern Illinois University Carbondale 
Southern Illinois University Edwardsville D (1957) (s),"Edwardsville, Illinois",Cougars,Ohio Valley Conference,,,Southern Illinois University Edwardsville Cougars,Southern Illinois University Edwardsville
Southern Oregon University G (1872) (s),"Ashland, Oregon",Raiders,Cascade Collegiate Conf.,,,Southern Oregon University Raiders,Southern Oregon University
Southern University B (1880) (s),"Baton Rouge, Louisiana",Jaguars,Southwestern Athletic Conf.,,,Southern University Jaguars,Southern University
Southern University at New Orleans G (1956) (s),"New Orleans, Louisiana",Knights,Gulf Coast Athletic Conf.,,,Southern University at New Orleans Knights,Southern University at New Orleans
Southern Utah University G (1897) (s),"Cedar City, Utah",Thunderbirds,Big Sky Conference,,,Southern Utah University Thunderbirds,Southern Utah University
Southwest Minnesota State University G (1963) (s),"Marshall, Minnesota",Mustangs,Northern Sun Intercoll. Conf.,,,Southwest Minnesota State University Mustangs,Southwest Minnesota State University
Southwestern Oklahoma State University D (1901) (s),"Weatherford, Oklahoma",Bulldogs,Great American Conf.,,,Southwestern Oklahoma State University Bulldogs,Southwestern Oklahoma State University
St. Cloud State University D (1869) (s),"St. Cloud, Minnesota",Huskies,Northern Sun Intercoll. Conf.,,,St. Cloud State University Huskies,St. Cloud State University
St. Johns River State College B (1958) (s),"Palatka, Florida",Vikings,Mid-Florida Conference,,,St. Johns River State College Vikings,St. Johns River State College
St. Mary's College of Maryland G (1840) (s),"St. Mary's City, Maryland",Seahawks,Capital Athletic Conference,,,St. Mary's College of Maryland Seahawks,St. Mary's College of Maryland
St. Petersburg College B (1927) (s),"St. Petersburg, Florida",Titans,Suncoast Conference,,,St. Petersburg College Titans,St. Petersburg College
"State College of Florida, Manatee-Sarasota B (1957) (s)","Bradenton, Florida",Manatees,Suncoast Conference,,,"State College of Florida, Manatee-Sarasota Manatees","State College of Florida, Manatee-Sarasota"
State University of New York at Albany R1 (1844) (s),"Albany, New York",Great Danes,America East Conference.,,,State University of New York at Albany  Great Danes,State University of New York at Albany 
State University of New York at Brockport D (1867) (s),"Brockport, New York",Golden Eagles,State Univ. of New York Athl. Conf.,,,State University of New York at Brockport Golden Eagles,State University of New York at Brockport
State University of New York at Buffalo D (1846) (s),"Buffalo, New York",Buffalo Bulls,Mid-American Conference,,,State University of New York at Buffalo Buffalo Bulls,State University of New York at Buffalo
State University of New York at Canton G (1906) (s),"Canton, New York",Kangaroos,Independent (NAIA),,,State University of New York at Canton Kangaroos,State University of New York at Canton
State University of New York at Cobleski G (1995) (s),"Cobleskill, New York",Fighting Tigers,North Eastern Athletic Conf.,,,State University of New York at Cobleski Fighting Tigers,State University of New York at Cobleski
State University of New York at Cortland G (1868) (s),"Cortland, New York",Red Dragons,State Univ. of New York Athl. Conf.,,,State University of New York at Cortland Red Dragons,State University of New York at Cortland
State University of New York at Delhi G (1913) (s),"Delhi, New York",Broncos,Independent (NAIA),,,State University of New York at Delhi Broncos,State University of New York at Delhi
State University of New York at Fredonia G (1826) (s),"Fredonia, New York",Blue Devils,State Univ. of New York Athl. Conf.,,,State University of New York at Fredonia Blue Devils,State University of New York at Fredonia
State University of New York at Geneseo G (1871) (s),"Geneseo, New York",Knights,State Univ. of New York Athl. Conf.,,,State University of New York at Geneseo Knights,State University of New York at Geneseo
State University of New York at New Paltz G (1828) (s),"New Paltz, New York",Hawks,State Univ. of New York Athl. Conf.,,,State University of New York at New Paltz Hawks,State University of New York at New Paltz
State University of New York at Old Westbury G (1965) (s),"Old Westbury, New York",Panthers,Skyline Conference,,,State University of New York at Old Westbury Panthers,State University of New York at Old Westbury
State University of New York at Oneonta G (1889) (s),"Oneonta, New York",Red Dragons,State Univ. of New York Athl. Conf.,,,State University of New York at Oneonta Red Dragons,State University of New York at Oneonta
State University of New York at Oswego G (1861) (s),"Oswego, New York",Lakers,State Univ. of New York Athl. Conf.,,,State University of New York at Oswego Lakers,State University of New York at Oswego
State University of New York at Plattsburgh G (1889) (s),"Plattsburgh, New York",Cardinals,State Univ. of New York Athl. Conf.,,,State University of New York at Plattsburgh Cardinals,State University of New York at Plattsburgh
State University of New York at Potsdam G (1816) (s),"Potsdam, New York",Bears,State Univ. of New York Athl. Conf.,,,State University of New York at Potsdam Bears,State University of New York at Potsdam
State University of New York College of Environ. R3 (1911) (s),"Syracuse, New York",Mighty Oaks,Hudson Valley Intercoll. Athletic,,,State University of New York College of Environ.  Mighty Oaks,State University of New York College of Environ. 
State University of New York Maritime College G (1874) (s),"Bronx, New York",Privateers,Skyline Conference,,,State University of New York Maritime College Privateers,State University of New York Maritime College
State University of New York Polytechnic Institute D (1966) (s),"Marcy, New York",Wildcats,North Eastern Athletic Conf.,,,State University of New York Polytechnic Institute Wildcats,State University of New York Polytechnic Institute
Stephen F. Austin State University D (1921) (s),"Nacogdoches, Texas",Lumberjacks & Ladyjacks,Southland Conference,,,Stephen F. Austin State University Lumberjacks & Ladyjacks,Stephen F. Austin State University
Stockton University D (1969) (s),"Pomona, New Jersey",Ospreys,New Jersey Athletic Conf.,,,Stockton University Ospreys,Stockton University
Stony Brook University R1 (1957) (s),"Stony Brook, New York",Seawolves,America East Conference.,,,Stony Brook University  Seawolves,Stony Brook University 
Sul Ross State University G (1917) (s),"Alpine, Texas",Lobos & Lady Lobos,American Southwest Conf.,,,Sul Ross State University Lobos & Lady Lobos,Sul Ross State University
Tarleton State University D (1899) (s),"Stephenville, Texas",Texans & TexAnns,Lone Star Conference,,,Tarleton State University Texans & TexAnns,Tarleton State University
Temple University R1 (1884) (s),"Philadelphia, Pennsylvania",Owls,American Athletic Conf.,,,Temple University  Owls,Temple University 
Tennessee State University R3 (1912) (s),"Nashville, Tennessee",Tigers & Lady Tigers,Ohio Valley Conference,,,Tennessee State University  Tigers & Lady Tigers,Tennessee State University 
Tennessee Technological University R3 (1915) (s),"Cookeville, Tennessee",Golden Eagles,Ohio Valley Conference,,,Tennessee Technological University  Golden Eagles,Tennessee Technological University 
Texas A&M International University D (1969) (s),"Laredo, Texas",Dustdevils,Heartland Conference,,,Texas A&M International University Dustdevils,Texas A&M International University
"Texas A&M Univ., Commerce R2 (1889) (s)","Commerce, Texas",Lions,Lone Star Conference,,,"Texas A&M Univ., Commerce  Lions","Texas A&M Univ., Commerce "
"Texas A&M Univ., Corpus Christi R3 (1947) (s)","Corpus Christi, Texas",Islanders,Southland Conference,,,"Texas A&M Univ., Corpus Christi  Islanders","Texas A&M Univ., Corpus Christi "
"Texas A&M Univ., Kingsville R3 (1925) (s)","Kingsville, Texas",Javelinas,Lone Star Conference,,,"Texas A&M Univ., Kingsville  Javelinas","Texas A&M Univ., Kingsville "
"Texas A&M Univ., Texarkana D (1971) (s)","Texarkana, Texas",Eagles,Red River Athletic Conf.,,,"Texas A&M Univ., Texarkana Eagles","Texas A&M Univ., Texarkana"
Texas A&M University R1 (1876) (s),"College Station, Texas",Aggies,Southeastern Conference,,,Texas A&M University  Aggies,Texas A&M University 
Texas Southern University D (1927) (s),"Houston, Texas",Tigers & Lady Tigers,Southwestern Athletic Conf.,,,Texas Southern University Tigers & Lady Tigers,Texas Southern University
Texas State University R2 (1899) (s),"San Marcos, Texas",Bobcats,Sun Belt Conference,,,Texas State University  Bobcats,Texas State University 
Texas Tech University R1 (1923) (s),"Lubbock, Texas",Red Raiders & Lady Raiders,Big 12 Conference,,,Texas Tech University  Red Raiders & Lady Raiders,Texas Tech University 
Texas Woman's University R3 (1901) (s),"Denton, Texas",Pioneers,Lone Star Conference,,,Texas Woman's University  Pioneers,Texas Woman's University 
The Citadel G (1842) (s),"Charleston, South Carolina",Bulldogs,Southern Conference,,,The Citadel Bulldogs,The Citadel
The College of New Jersey G (1855) (s),"Ewing, New Jersey",Lions,New Jersey Athletic Conf.,,,The College of New Jersey Lions,The College of New Jersey
The Evergreen State College G (1967) (s),"Olympia, Washington",Geoducks,Cascade Collegiate Conf.,,,The Evergreen State College Geoducks,The Evergreen State College
Towson University G (1866) (s),"Towson, Maryland",Tigers,Colonial Athletic Association,,,Towson University Tigers,Towson University
Troy University D (1887) (s),"Troy, Alabama",Trojans,Sun Belt Conference,,,Troy University Trojans,Troy University
Truman State University G (1867) (s),"Kirksville, Missouri",Bulldogs,Great Lakes Valley Conference,,,Truman State University Bulldogs,Truman State University
United States Air Force Academy B (1954) (s),"Colorado Springs, Colorado",Falcons,"Mountain West Conference
 & Mountain Pacific Sports Fed.",,,United States Air Force Academy Falcons,United States Air Force Academy
United States Coast Guard Academy B (1876) (s),"New London, Connecticut",Bears,New England Women-Men Athl.,,,United States Coast Guard Academy Bears,United States Coast Guard Academy
United States Merchant Marine Academy B (1943) (s),"King's Point, New York",Mariners,Skyline Conference,,,United States Merchant Marine Academy Mariners,United States Merchant Marine Academy
United States Military Academy B (1802) (s),"West Point, New York",Black Knights,Patriot League,,,United States Military Academy Black Knights,United States Military Academy
United States Naval Academy B (1845) (s),"Annapolis, Maryland",Midshipmen,Patriot League,,,United States Naval Academy Midshipmen,United States Naval Academy
University of Akron R2 (1870) (s),"Akron, Ohio",Zips,Mid-American Conference,,,University of Akron  Zips,University of Akron 
University of Alabama R2 (1831) (s),"Tuscaloosa, Alabama",Crimson Tide,Southeastern Conference,,,University of Alabama  Crimson Tide,University of Alabama 
