Gray Hampton,SBY,,SBY,"Gray Hampton, SBY, CF",,,CF,"Gray Hampton, SBY, 1B"
John Lybrand,HPT,,HPT,"John Lybrand, HPT, 3B",,,3B,"John Lybrand, HPT, P "
Cliff Pemberton,CVS,,CVS,"Cliff Pemberton, CVS, P ",,,P ,"Cliff Pemberton, CVS, LF"
Dino Restelli,"SAC,INA,OKC,TUL",,SAC,"Dino Restelli, SAC, CF",,,CF,"Dino Restelli, SAC, 1B"
Albert Richardson,VRN,,VRN,"Albert Richardson, VRN, RF",,,RF,"Albert Richardson, VRN, SS"
Perry Roberts,DLD,,DLD,"Perry Roberts, DLD, LF",,,LF,"Perry Roberts, DLD, P "
Les Witherspoon,"PTV,SDG",,PTV,"Les Witherspoon, PTV, 2B",,,2B,"Les Witherspoon, PTV, 2B"
Fred Leonard,GST,,GST,"Fred Leonard, GST, CF",,,CF,"Fred Leonard, GST, RF"
Louie Letlow,EUF,,EUF,"Louie Letlow, EUF, 1B",,,1B,"Louie Letlow, EUF, C "
Charlie Tuttle,"SWE,ALX",,SWE,"Charlie Tuttle, SWE, LF",,,LF,"Charlie Tuttle, SWE, RF"
Ned Waldrop,FLT,,FLT,"Ned Waldrop, FLT, RF",,,RF,"Ned Waldrop, FLT, P "
Ed Lavene,HPT,,HPT,"Ed Lavene, HPT, 1B",,,1B,"Ed Lavene, HPT, 3B"
Lester Mulcahy,"AMA,DEN",,AMA,"Lester Mulcahy, AMA, SS",,,SS,"Lester Mulcahy, AMA, C "
Thomas Watson,SJE,,SJE,"Thomas Watson, SJE, SS",,,SS,"Thomas Watson, SJE, LF"
Keith Carpenter,HRL,,HRL,"Keith Carpenter, HRL, P ",,,P ,"Keith Carpenter, HRL, CF"
Russ Davis,PAD,,PAD,"Russ Davis, PAD, 3B",,,3B,"Russ Davis, PAD, C "
Len Johnston,MSV,,MSV,"Len Johnston, MSV, C ",,,C ,"Len Johnston, MSV, P "
Harold Kollar,KPT,,KPT,"Harold Kollar, KPT, CF",,,CF,"Harold Kollar, KPT, LF"
Michio Nishizawa,NAG,,NAG,"Michio Nishizawa, NAG, 3B",,,3B,"Michio Nishizawa, NAG, RF"
Culley Rikard,ABQ,,ABQ,"Culley Rikard, ABQ, CF",,,CF,"Culley Rikard, ABQ, SS"
Charles Ballord,SHL,,SHL,"Charles Ballord, SHL, 1B",,,1B,"Charles Ballord, SHL, RF"
Reginaldo Grenald,MXL,,MXL,"Reginaldo Grenald, MXL, P ",,,P ,"Reginaldo Grenald, MXL, 2B"
Gene Jacobs,"PTV,SDG",,PTV,"Gene Jacobs, PTV, SS",,,SS,"Gene Jacobs, PTV, 2B"
Tony Lupien,JAM,,JAM,"Tony Lupien, JAM, CF",,,CF,"Tony Lupien, JAM, 1B"
Walt Pocekay,WEN,,WEN,"Walt Pocekay, WEN, LF",,,LF,"Walt Pocekay, WEN, RF"
Dave Pope,INA,,INA,"Dave Pope, INA, 3B",,,3B,"Dave Pope, INA, LF"
Ken Robinett,THV,,THV,"Ken Robinett, THV, P ",,,P ,"Ken Robinett, THV, LF"
Benny Valenzuela,BDO,,BDO,"Benny Valenzuela, BDO, LF",,,LF,"Benny Valenzuela, BDO, P "
Richard Ayers,KPT,,KPT,"Richard Ayers, KPT, 1B",,,1B,"Richard Ayers, KPT, 1B"
Gene Green,PAD,,PAD,"Gene Green, PAD, SS",,,SS,"Gene Green, PAD, LF"
Karl Kluckhohn,"WAU,DAV",,WAU,"Karl Kluckhohn, WAU, C ",,,C ,"Karl Kluckhohn, WAU, SS"
Joseph Mills,PKA,,PKA,"Joseph Mills, PKA, RF",,,RF,"Joseph Mills, PKA, LF"
Ike Palmer,LUB,,LUB,"Ike Palmer, LUB, SS",,,SS,"Ike Palmer, LUB, LF"
Wayne Blackburn,KIN,,KIN,"Wayne Blackburn, KIN, 2B",,,2B,"Wayne Blackburn, KIN, CF"
John Davis,PAR,,PAR,"John Davis, PAR, P ",,,P ,"John Davis, PAR, 3B"
Joe Kracher,LKC,,LKC,"Joe Kracher, LKC, LF",,,LF,"Joe Kracher, LKC, SS"
Stephen Follett,SAA,,SAA,"Stephen Follett, SAA, C ",,,C ,"Stephen Follett, SAA, CF"
Joe Fortin,LAM,,LAM,"Joe Fortin, LAM, 2B",,,2B,"Joe Fortin, LAM, LF"
Stan Karpinski,"STA,TYL,MTG,AUG,PAM",,STA,"Stan Karpinski, STA, C ",,,C ,"Stan Karpinski, STA, P "
Art Pennington,KEK,,KEK,"Art Pennington, KEK, 2B",,,2B,"Art Pennington, KEK, CF"
Andrew Alexson,HRN,,HRN,"Andrew Alexson, HRN, C ",,,C ,"Andrew Alexson, HRN, SS"
Cliff Dapper,BIL,,BIL,"Cliff Dapper, BIL, CF",,,CF,"Cliff Dapper, BIL, RF"
Billy Giddings,OZA,,OZA,"Billy Giddings, OZA, SS",,,SS,"Billy Giddings, OZA, RF"
Al Grandcolas,FRE,,FRE,"Al Grandcolas, FRE, CF",,,CF,"Al Grandcolas, FRE, P "
Floyd Hoard,EMN,,EMN,"Floyd Hoard, EMN, CF",,,CF,"Floyd Hoard, EMN, 2B"
Emil Karlik,DHM,,DHM,"Emil Karlik, DHM, LF",,,LF,"Emil Karlik, DHM, 3B"
Jim Mills,MOV,,MOV,"Jim Mills, MOV, P ",,,P ,"Jim Mills, MOV, CF"
Dusty Rhodes,NVL,,NVL,"Dusty Rhodes, NVL, CF",,,CF,"Dusty Rhodes, NVL, SS"
Richard Sobeck,ADA,,ADA,"Richard Sobeck, ADA, CF",,,CF,"Richard Sobeck, ADA, SS"
Frederick Bell,TEM,,TEM,"Frederick Bell, TEM, CF",,,CF,"Frederick Bell, TEM, RF"
Walsh,CBG,,CBG,"Walsh, CBG, CF",,,CF,"Walsh, CBG, CF"
Charles Smith,NLG,,NLG,"Charles Smith, NLG, RF",,,RF,"Charles Smith, NLG, P "
Garland Orr,"ABL,WFL",,ABL,"Garland Orr, ABL, 1B",,,1B,"Garland Orr, ABL, CF"
Ed Kallina,"MDL,SHR",,MDL,"Ed Kallina, MDL, 1B",,,1B,"Ed Kallina, MDL, P "
Bernard Lewis,TLD,,TLD,"Bernard Lewis, TLD, LF",,,LF,"Bernard Lewis, TLD, RF"
George Scales,"NLG,HG",,NLG,"George Scales, NLG, C ",,,C ,"George Scales, NLG, 1B"
Ernie McCabe,"BBE,SNA,SDG",,BBE,"Ernie McCabe, BBE, 1B",,,1B,"Ernie McCabe, BBE, C "
Ernest Lloyd,MES,,MES,"Ernest Lloyd, MES, SS",,,SS,"Ernest Lloyd, MES, RF"
John Stoneham,MCK,,MCK,"John Stoneham, MCK, 3B",,,3B,"John Stoneham, MCK, SS"
Leon Williams,BFL,,BFL,"Leon Williams, BFL, LF",,,LF,"Leon Williams, BFL, 3B"
Ike Boone,MIS,,MIS,"Ike Boone, MIS, LF",,,LF,"Ike Boone, MIS, 3B"
Fred Lucas,CHO,,CHO,"Fred Lucas, CHO, RF",,,RF,"Fred Lucas, CHO, 3B"
Mike Gordon,"ABL,SAN,WFL",,ABL,"Mike Gordon, ABL, CF",,,CF,"Mike Gordon, ABL, LF"
Doc Cramer,MBG,,MBG,"Doc Cramer, MBG, 3B",,,3B,"Doc Cramer, MBG, 1B"
Herb Pember,"MCK,KCY",,MCK,"Herb Pember, MCK, LF",,,LF,"Herb Pember, MCK, LF"
Turkey Stearnes,DS,,DS,"Turkey Stearnes, DS, 1B",,,1B,"Turkey Stearnes, DS, 3B"
Moose Woeber,DBQ,,DBQ,"Moose Woeber, DBQ, 2B",,,2B,"Moose Woeber, DBQ, SS"
Tony Antista,"BBE,BIG",,BBE,"Tony Antista, BBE, RF",,,RF,"Tony Antista, BBE, LF"
Orr,SPG,,SPG,"Orr, SPG, LF",,,LF,"Orr, SPG, CF"
Rusty Saunders,PRT,,PRT,"Rusty Saunders, PRT, SS",,,SS,"Rusty Saunders, PRT, 1B"
John Beckwith,"NLG,HG",,NLG,"John Beckwith, NLG, RF",,,RF,"John Beckwith, NLG, LF"
Ed Olle,BBE,,BBE,"Ed Olle, BBE, 3B",,,3B,"Ed Olle, BBE, RF"
Clyde Pratt,"ABL,SHR,OKC,WFL",,ABL,"Clyde Pratt, ABL, 1B",,,1B,"Clyde Pratt, ABL, 1B"
H. Baumgarten,BIG,,BIG,"H. Baumgarten, BIG, 3B",,,3B,"H. Baumgarten, BIG, CF"
Tom Angley,KCY,,KCY,"Tom Angley, KCY, C ",,,C ,"Tom Angley, KCY, 3B"
Louie Martin,BAK,,BAK,"Louie Martin, BAK, 1B",,,1B,"Louie Martin, BAK, LF"
Smead Jolley,SFR,,SFR,"Smead Jolley, SFR, RF",,,RF,"Smead Jolley, SFR, P "
William Rumler,HOL,,HOL,"William Rumler, HOL, P ",,,P ,"William Rumler, HOL, 3B"
Liz Funk,HOL,,HOL,"Liz Funk, HOL, 2B",,,2B,"Liz Funk, HOL, 2B"
John Lehman,NBD,,NBD,"John Lehman, NBD, SS",,,SS,"John Lehman, NBD, 1B"
Robert Palm,SLS,,SLS,"Robert Palm, SLS, P ",,,P ,"Robert Palm, SLS, 1B"
Cy Anderson,WPT,,WPT,"Cy Anderson, WPT, P ",,,P ,"Cy Anderson, WPT, C "
Tony Boroja,TUC,,TUC,"Tony Boroja, TUC, P ",,,P ,"Tony Boroja, TUC, 1B"
Gus Suhr,SFR,,SFR,"Gus Suhr, SFR, 1B",,,1B,"Gus Suhr, SFR, 3B"
Joe Vosmik,FDK,,FDK,"Joe Vosmik, FDK, RF",,,RF,"Joe Vosmik, FDK, 2B"
Bob Richards,POR,,POR,"Bob Richards, POR, 3B",,,3B,"Bob Richards, POR, CF"
Irvin Hufft,MIS,,MIS,"Irvin Hufft, MIS, 3B",,,3B,"Irvin Hufft, MIS, 3B"
Don Brown,YOR,,YOR,"Don Brown, YOR, SS",,,SS,"Don Brown, YOR, P "
Lefty Colvard,MMI,,MMI,"Lefty Colvard, MMI, C ",,,C ,"Lefty Colvard, MMI, RF"
Heinie Mueller,BFL,,BFL,"Heinie Mueller, BFL, RF",,,RF,"Heinie Mueller, BFL, C "
Clarence Smith,BBB,,BBB,"Clarence Smith, BBB, 2B",,,2B,"Clarence Smith, BBB, LF"
Judy Johnson,"HIL,HG",,HIL,"Judy Johnson, HIL, CF",,,CF,"Judy Johnson, HIL, CF"
Wally Kimmick,BPT,,BPT,"Wally Kimmick, BPT, RF",,,RF,"Wally Kimmick, BPT, SS"
Joe Mahan,BAK,,BAK,"Joe Mahan, BAK, RF",,,RF,"Joe Mahan, BAK, P "
Eric McNair,"KNX,MEM",,KNX,"Eric McNair, KNX, SS",,,SS,"Eric McNair, KNX, SS"
Buzz Arlett,OLD,,OLD,"Buzz Arlett, OLD, 3B",,,3B,"Buzz Arlett, OLD, RF"
Prince Oana,"GLO,SFR",,GLO,"Prince Oana, GLO, P ",,,P ,"Prince Oana, GLO, SS"
Ed Pearsons,GAD,,GAD,"Ed Pearsons, GAD, CF",,,CF,"Ed Pearsons, GAD, P "
Johnny Gill,ALB,,ALB,"Johnny Gill, ALB, CF",,,CF,"Johnny Gill, ALB, P "
Leslie Hayes,MMI,,MMI,"Leslie Hayes, MMI, LF",,,LF,"Leslie Hayes, MMI, RF"
Bobby Reis,RKM,,RKM,"Bobby Reis, RKM, 1B",,,1B,"Bobby Reis, RKM, LF"
Doc Smith,TUL,,TUL,"Doc Smith, TUL, CF",,,CF,"Doc Smith, TUL, 1B"
Richard Tangeman,PSC,,PSC,"Richard Tangeman, PSC, LF",,,LF,"Richard Tangeman, PSC, 1B"
Gee Walker,WHE,,WHE,"Gee Walker, WHE, 1B",,,1B,"Gee Walker, WHE, CF"
Jim Battle,"ATA,WAC,DAL",,ATA,"Jim Battle, ATA, RF",,,RF,"Jim Battle, ATA, 2B"
Dan Boone,HIP,,HIP,"Dan Boone, HIP, RF",,,RF,"Dan Boone, HIP, SS"
Sam Leslie,"MEM,SEL",,MEM,"Sam Leslie, MEM, 2B",,,2B,"Sam Leslie, MEM, C "
Wash Seelman,NPL,,NPL,"Wash Seelman, NPL, C ",,,C ,"Wash Seelman, NPL, 1B"
Frank Walker,GRV,,GRV,"Frank Walker, GRV, P ",,,P ,"Frank Walker, GRV, C "
Art Parker,"BBE,LOS",,BBE,"Art Parker, BBE, SS",,,SS,"Art Parker, BBE, 2B"
Danny Taylor,REA,,REA,"Danny Taylor, REA, LF",,,LF,"Danny Taylor, REA, 3B"
Harold Yordy,ALB,,ALB,"Harold Yordy, ALB, 1B",,,1B,"Harold Yordy, ALB, LF"
Roger Fuqua,ANN,,ANN,"Roger Fuqua, ANN, 3B",,,3B,"Roger Fuqua, ANN, 3B"
Ed Lass,FBY,,FBY,"Ed Lass, FBY, P ",,,P ,"Ed Lass, FBY, P "
Pop Lloyd,NLG,,NLG,"Pop Lloyd, NLG, P ",,,P ,"Pop Lloyd, NLG, 2B"
Frank Crompton,SCT,,SCT,"Frank Crompton, SCT, P ",,,P ,"Frank Crompton, SCT, 2B"
Robert Ezzell,CRR,,CRR,"Robert Ezzell, CRR, C ",,,C ,"Robert Ezzell, CRR, RF"
Bubbles Hargrave,STP,,STP,"Bubbles Hargrave, STP, 2B",,,2B,"Bubbles Hargrave, STP, P "
Randy Moore,DAL,,DAL,"Randy Moore, DAL, 2B",,,2B,"Randy Moore, DAL, LF"
Joe Munson,TUL,,TUL,"Joe Munson, TUL, 2B",,,2B,"Joe Munson, TUL, 1B"
Tom Young,KCM,,KCM,"Tom Young, KCM, 3B",,,3B,"Tom Young, KCM, CF"
Belve Bean,NOR,,NOR,"Belve Bean, NOR, CF",,,CF,"Belve Bean, NOR, C "
Fred Bennett,WFL,,WFL,"Fred Bennett, WFL, CF",,,CF,"Fred Bennett, WFL, P "
Carrol Burrows,ABL,,ABL,"Carrol Burrows, ABL, CF",,,CF,"Carrol Burrows, ABL, 2B"
Catina,TUC,,TUC,"Catina, TUC, 1B",,,1B,"Catina, TUC, 1B"
Joseph,CHO,,CHO,"Joseph, CHO, 2B",,,2B,"Joseph, CHO, RF"
Pete Lapan,WFL,,WFL,"Pete Lapan, WFL, SS",,,SS,"Pete Lapan, WFL, 1B"
Bruce Caldwell,NHV,,NHV,"Bruce Caldwell, NHV, 1B",,,1B,"Bruce Caldwell, NHV, RF"
Spot Grant,CDR,,CDR,"Spot Grant, CDR, 2B",,,2B,"Spot Grant, CDR, C "
Dave Harris,POR,,POR,"Dave Harris, POR, 3B",,,3B,"Dave Harris, POR, SS"
Ernie Lombardi,OLD,,OLD,"Ernie Lombardi, OLD, 1B",,,1B,"Ernie Lombardi, OLD, 1B"
George Blackerby,WAC,,WAC,"George Blackerby, WAC, 3B",,,3B,"George Blackerby, WAC, RF"
Jimmy Moore,DAL,,DAL,"Jimmy Moore, DAL, RF",,,RF,"Jimmy Moore, DAL, LF"
Adolph Schinkle,BPT,,BPT,"Adolph Schinkle, BPT, CF",,,CF,"Adolph Schinkle, BPT, CF"
Jack Bentley,YOR,,YOR,"Jack Bentley, YOR, RF",,,RF,"Jack Bentley, YOR, P "
Clay Schoonover,GRI,,GRI,"Clay Schoonover, GRI, CF",,,CF,"Clay Schoonover, GRI, RF"
Bob Boken,"MDL,TYL",,MDL,"Bob Boken, MDL, 1B",,,1B,"Bob Boken, MDL, SS"
Joe Bratcher,DEN,,DEN,"Joe Bratcher, DEN, 2B",,,2B,"Joe Bratcher, DEN, 3B"
Earl Feigert,"HGR,AKR",,HGR,"Earl Feigert, HGR, SS",,,SS,"Earl Feigert, HGR, 1B"
Lester Holmes,PHX,,PHX,"Lester Holmes, PHX, RF",,,RF,"Lester Holmes, PHX, CF"
Jim Mosolf,WCH,,WCH,"Jim Mosolf, WCH, 1B",,,1B,"Jim Mosolf, WCH, 1B"
George Brauchle,"MSK,WCH",,MSK,"George Brauchle, MSK, LF",,,LF,"George Brauchle, MSK, 3B"
Verdo Elmore,ANN,,ANN,"Verdo Elmore, ANN, SS",,,SS,"Verdo Elmore, ANN, RF"
Red Porter,"BAK,OLD",,BAK,"Red Porter, BAK, 3B",,,3B,"Red Porter, BAK, LF"
Odie Strain,AUG,,AUG,"Odie Strain, AUG, 3B",,,3B,"Odie Strain, AUG, RF"
Gray,SHW,,SHW,"Gray, SHW, C ",,,C ,"Gray, SHW, RF"
Ed Hendee,"DAV,KCY",,DAV,"Ed Hendee, DAV, 2B",,,2B,"Ed Hendee, DAV, C "
Jay Hughes,BBE,,BBE,"Jay Hughes, BBE, CF",,,CF,"Jay Hughes, BBE, 1B"
Fats Jenkins,AC,,AC,"Fats Jenkins, AC, P ",,,P ,"Fats Jenkins, AC, 1B"
Alfred Anderson,ABL,,ABL,"Alfred Anderson, ABL, 2B",,,2B,"Alfred Anderson, ABL, LF"
Erubiel Durazo,"ELP,TUC",,ELP,"Erubiel Durazo, ELP, 3B",,,3B,"Erubiel Durazo, ELP, SS"
Ruben Salazar,ELZ,,ELZ,"Ruben Salazar, ELZ, LF",,,LF,"Ruben Salazar, ELZ, RF"
Juan Ventura,RKS,,RKS,"Juan Ventura, RKS, 2B",,,2B,"Juan Ventura, RKS, LF"
Ken Harvey,SPO,,SPO,"Ken Harvey, SPO, 3B",,,3B,"Ken Harvey, SPO, CF"
Scott Spiezio,VAN,,VAN,"Scott Spiezio, VAN, LF",,,LF,"Scott Spiezio, VAN, C "
Miguel Ortiz,BTE,,BTE,"Miguel Ortiz, BTE, CF",,,CF,"Miguel Ortiz, BTE, CF"
Mike Wenner,ATH,,ATH,"Mike Wenner, ATH, LF",,,LF,"Mike Wenner, ATH, CF"
Craig Brazell,KPT,,KPT,"Craig Brazell, KPT, LF",,,LF,"Craig Brazell, KPT, 2B"
Jay Payton,"NFK,SCE",,NFK,"Jay Payton, NFK, C ",,,C ,"Jay Payton, NFK, RF"
Matt Watson,VMT,,VMT,"Matt Watson, VMT, RF",,,RF,"Matt Watson, VMT, SS"
Pat Deschenes,"KPT,MET,PFD",,KPT,"Pat Deschenes, KPT, 1B",,,1B,"Pat Deschenes, KPT, CF"
Hae-Yeong Ma,LTG,,LTG,"Hae-Yeong Ma, LTG, SS",,,SS,"Hae-Yeong Ma, LTG, P "
Bobby Rose,YKO,,YKO,"Bobby Rose, YKO, CF",,,CF,"Bobby Rose, YKO, 1B"
Joe Funaro,PRT,,PRT,"Joe Funaro, PRT, C ",,,C ,"Joe Funaro, PRT, LF"
Luis Figueroa,"LNR,MRE",,LNR,"Luis Figueroa, LNR, 2B",,,2B,"Luis Figueroa, LNR, RF"
Casey Bookout,BIL,,BIL,"Casey Bookout, BIL, 3B",,,3B,"Casey Bookout, BIL, 2B"
Sean Burroughs,"FWA,RCU",,FWA,"Sean Burroughs, FWA, 3B",,,3B,"Sean Burroughs, FWA, SS"
Carlos Urquiola,SBN,,SBN,"Carlos Urquiola, SBN, CF",,,CF,"Carlos Urquiola, SBN, SS"
Thomas Howard,MEM,,MEM,"Thomas Howard, MEM, SS",,,SS,"Thomas Howard, MEM, P "
Mike Lockwood,SOR,,SOR,"Mike Lockwood, SOR, 1B",,,1B,"Mike Lockwood, SOR, SS"
Gator McBride,SAR,,SAR,"Gator McBride, SAR, 2B",,,2B,"Gator McBride, SAR, C "
Mark Quinn,OMA,,OMA,"Mark Quinn, OMA, RF",,,RF,"Mark Quinn, OMA, 2B"
Jarrod Patterson,"TUC,ELP",,TUC,"Jarrod Patterson, TUC, RF",,,RF,"Jarrod Patterson, TUC, 3B"
Kevin Mench,"PUL,SAV",,PUL,"Kevin Mench, PUL, SS",,,SS,"Kevin Mench, PUL, RF"
Benny Agbayani,NFK,,NFK,"Benny Agbayani, NFK, C ",,,C ,"Benny Agbayani, NFK, 1B"
Ryan Owens,"ELP,HDS",,ELP,"Ryan Owens, ELP, P ",,,P ,"Ryan Owens, ELP, LF"
Jason Jones,PUL,,PUL,"Jason Jones, PUL, 3B",,,3B,"Jason Jones, PUL, 1B"
Brett Cadiente,PUL,,PUL,"Brett Cadiente, PUL, 3B",,,3B,"Brett Cadiente, PUL, 3B"
Yorelvis Charles,CGA,,CGA,"Yorelvis Charles, CGA, C ",,,C ,"Yorelvis Charles, CGA, C "
Rene Reyes,"AVL,RKS",,AVL,"Rene Reyes, AVL, C ",,,C ,"Rene Reyes, AVL, C "
Mike Stoner,"EDM,ERI,TUC,MTY,ELP",,EDM,"Mike Stoner, EDM, LF",,,LF,"Mike Stoner, EDM, SS"
Daryle Ward,NOR,,NOR,"Daryle Ward, NOR, P ",,,P ,"Daryle Ward, NOR, CF"
Randy Winn,DHM,,DHM,"Randy Winn, DHM, SS",,,SS,"Randy Winn, DHM, C "
Randy Knorr,NOR,,NOR,"Randy Knorr, NOR, C ",,,C ,"Randy Knorr, NOR, 1B"
Jesse Levis,"DHM,ORL",,DHM,"Jesse Levis, DHM, RF",,,RF,"Jesse Levis, DHM, 1B"
Val Pascucci,VMT,,VMT,"Val Pascucci, VMT, RF",,,RF,"Val Pascucci, VMT, RF"
Mike Colangelo,"ERI,EDM",,ERI,"Mike Colangelo, ERI, C ",,,C ,"Mike Colangelo, ERI, 3B"
Ventura Cisneros,"MXS,REY",,MXS,"Ventura Cisneros, MXS, RF",,,RF,"Ventura Cisneros, MXS, P "
Orlis Diaz,IDJ,,IDJ,"Orlis Diaz, IDJ, C ",,,C ,"Orlis Diaz, IDJ, 2B"
Ryan Knox,HEL,,HEL,"Ryan Knox, HEL, SS",,,SS,"Ryan Knox, HEL, P "
Byung-Gyu Lee,LGK,,LGK,"Byung-Gyu Lee, LGK, CF",,,CF,"Byung-Gyu Lee, LGK, CF"
Chris Barski,BOI,,BOI,"Chris Barski, BOI, 3B",,,3B,"Chris Barski, BOI, CF"
Nguyen Boulet,MTZ,,MTZ,"Nguyen Boulet, MTZ, 2B",,,2B,"Nguyen Boulet, MTZ, P "
Alex Gordon,"OLS,BLD",,OLS,"Alex Gordon, OLS, C ",,,C ,"Alex Gordon, OLS, LF"
Hank Blalock,"RGS,SAV",,RGS,"Hank Blalock, RGS, C ",,,C ,"Hank Blalock, RGS, 2B"
Jeremy Giambi,OMA,,OMA,"Jeremy Giambi, OMA, RF",,,RF,"Jeremy Giambi, OMA, SS"
Nick Johnson,NCH,,NCH,"Nick Johnson, NCH, 1B",,,1B,"Nick Johnson, NCH, 1B"
Ryan Christenson,VAN,,VAN,"Ryan Christenson, VAN, C ",,,C ,"Ryan Christenson, VAN, P "
Chris Hatcher,CSP,,CSP,"Chris Hatcher, CSP, P ",,,P ,"Chris Hatcher, CSP, 2B"
Talmadge Nunnari,"JUP,HRB",,JUP,"Talmadge Nunnari, JUP, C ",,,C ,"Talmadge Nunnari, JUP, 3B"
Ed Welch,BTE,,BTE,"Ed Welch, BTE, SS",,,SS,"Ed Welch, BTE, 1B"
Jose Guillen,"NVL,DHM",,NVL,"Jose Guillen, NVL, 2B",,,2B,"Jose Guillen, NVL, RF"
Lyle Overbay,MSO,,MSO,"Lyle Overbay, MSO, RF",,,RF,"Lyle Overbay, MSO, RF"
Ichiro Suzuki,ORX,,ORX,"Ichiro Suzuki, ORX, C ",,,C ,"Ichiro Suzuki, ORX, 3B"
Dave Abreu,"MET,KPT",,MET,"Dave Abreu, MET, CF",,,CF,"Dave Abreu, MET, CF"
Sung-ho Chang,HTI,,HTI,"Sung-ho Chang, HTI, P ",,,P ,"Sung-ho Chang, HTI, P "
Jeff Barry,CSP,,CSP,"Jeff Barry, CSP, 2B",,,2B,"Jeff Barry, CSP, RF"
Steve Cox,DHM,,DHM,"Steve Cox, DHM, SS",,,SS,"Steve Cox, DHM, 1B"
Will Ford,OGD,,OGD,"Will Ford, OGD, CF",,,CF,"Will Ford, OGD, 2B"
Dell Lindsey,BTE,,BTE,"Dell Lindsey, BTE, RF",,,RF,"Dell Lindsey, BTE, RF"
Shinichi Sato,YKU,,YKU,"Shinichi Sato, YKU, RF",,,RF,"Shinichi Sato, YKU, LF"
Yasuaki Taiho,HAN,,HAN,"Yasuaki Taiho, HAN, SS",,,SS,"Yasuaki Taiho, HAN, 2B"
Han-Soo Kim,SAM,,SAM,"Han-Soo Kim, SAM, C ",,,C ,"Han-Soo Kim, SAM, 1B"
Adam Piatt,"MDL,VAN",,MDL,"Adam Piatt, MDL, 3B",,,3B,"Adam Piatt, MDL, LF"
Andy Beinbrink,HDV,,HDV,"Andy Beinbrink, HDV, LF",,,LF,"Andy Beinbrink, HDV, 2B"
Jeff Brooks,MSO,,MSO,"Jeff Brooks, MSO, 1B",,,1B,"Jeff Brooks, MSO, 2B"
Jeff Liefer,CHR,,CHR,"Jeff Liefer, CHR, 3B",,,3B,"Jeff Liefer, CHR, SS"
Chris Sexton,CSP,,CSP,"Chris Sexton, CSP, CF",,,CF,"Chris Sexton, CSP, P "
Jason Williams,"CNG,INA",,CNG,"Jason Williams, CNG, 2B",,,2B,"Jason Williams, CNG, RF"
Roosevelt Brown,"IWA,WTN",,IWA,"Roosevelt Brown, IWA, CF",,,CF,"Roosevelt Brown, IWA, CF"
Jeff DaVanon,"MDL,EDM",,MDL,"Jeff DaVanon, MDL, LF",,,LF,"Jeff DaVanon, MDL, RF"
Rob Butler,KNX,,KNX,"Rob Butler, KNX, SS",,,SS,"Rob Butler, KNX, CF"
Ralph Flores,WHS,,WHS,"Ralph Flores, WHS, 1B",,,1B,"Ralph Flores, WHS, 2B"
Ben Johnstone,"EUG,CBZ",,EUG,"Ben Johnstone, EUG, CF",,,CF,"Ben Johnstone, EUG, LF"
Luis Medina,EUG,,EUG,"Luis Medina, EUG, 2B",,,2B,"Luis Medina, EUG, LF"
Jamie Burke,EDM,,EDM,"Jamie Burke, EDM, P ",,,P ,"Jamie Burke, EDM, 2B"
Midre Cummings,"SLK,NBR",,SLK,"Midre Cummings, SLK, 2B",,,2B,"Midre Cummings, SLK, SS"
Joe Espada,"MDL,VAN",,MDL,"Joe Espada, MDL, 1B",,,1B,"Joe Espada, MDL, CF"
Wes Helms,"GRV,BVS",,GRV,"Wes Helms, GRV, 3B",,,3B,"Wes Helms, GRV, 2B"
Ruben Mateo,OKC,,OKC,"Ruben Mateo, OKC, LF",,,LF,"Ruben Mateo, OKC, SS"
Sean McGowan,"SKZ,SJO",,SKZ,"Sean McGowan, SKZ, CF",,,CF,"Sean McGowan, SKZ, LF"
Troy Schader,IDF,,IDF,"Troy Schader, IDF, CF",,,CF,"Troy Schader, IDF, LF"
Raul Gonzalez,TRE,,TRE,"Raul Gonzalez, TRE, RF",,,RF,"Raul Gonzalez, TRE, 1B"
David Hulse,MEM,,MEM,"David Hulse, MEM, P ",,,P ,"David Hulse, MEM, 3B"
Terrell Lowery,DHM,,DHM,"Terrell Lowery, DHM, P ",,,P ,"Terrell Lowery, DHM, C "
Jeong-Soo Shim,DOO,,DOO,"Jeong-Soo Shim, DOO, RF",,,RF,"Jeong-Soo Shim, DOO, P "
Jack Cust,HDS,,HDS,"Jack Cust, HDS, 1B",,,1B,"Jack Cust, HDS, CF"
Yeong-woo Lee,HWA,,HWA,"Yeong-woo Lee, HWA, 1B",,,1B,"Yeong-woo Lee, HWA, SS"
Calvin Murray,FRE,,FRE,"Calvin Murray, FRE, LF",,,LF,"Calvin Murray, FRE, CF"
Scott Sollmann,"STK,HVL",,STK,"Scott Sollmann, STK, RF",,,RF,"Scott Sollmann, STK, CF"
Vernon Wells,"DUN,SYR,KNX",,DUN,"Vernon Wells, DUN, 1B",,,1B,"Vernon Wells, DUN, RF"
Curt Fiore,DAN,,DAN,"Curt Fiore, DAN, P ",,,P ,"Curt Fiore, DAN, 3B"
Yasser Gomez,IDT,,IDT,"Yasser Gomez, IDT, P ",,,P ,"Yasser Gomez, IDT, 1B"
Trent Hubbard,ABQ,,ABQ,"Trent Hubbard, ABQ, 3B",,,3B,"Trent Hubbard, ABQ, SS"
